entity_id,state,last_changed
sensor.plantesp_plants_1_moisture,50.86,2024-03-13T15:53:05.000Z
sensor.plantesp_plants_1_moisture,50.78,2024-03-13T15:58:05.000Z
sensor.plantesp_plants_1_moisture,50.74,2024-03-13T16:03:05.000Z
sensor.plantesp_plants_1_moisture,50.71,2024-03-13T16:08:05.000Z
sensor.plantesp_plants_1_moisture,50.65,2024-03-13T16:13:05.000Z
sensor.plantesp_plants_1_moisture,50.56,2024-03-13T16:18:05.000Z
sensor.plantesp_plants_1_moisture,50.54,2024-03-13T16:23:05.000Z
sensor.plantesp_plants_1_moisture,50.49,2024-03-13T16:28:05.000Z
sensor.plantesp_plants_1_moisture,50.41,2024-03-13T16:33:05.000Z
sensor.plantesp_plants_1_moisture,50.4,2024-03-13T16:38:05.000Z
sensor.plantesp_plants_1_moisture,50.31,2024-03-13T16:43:05.000Z
sensor.plantesp_plants_1_moisture,50.26,2024-03-13T16:48:05.000Z
sensor.plantesp_plants_1_moisture,50.17,2024-03-13T16:53:05.000Z
sensor.plantesp_plants_1_moisture,50.14,2024-03-13T16:58:05.000Z
sensor.plantesp_plants_1_moisture,50.11,2024-03-13T17:03:05.000Z
sensor.plantesp_plants_1_moisture,50.06,2024-03-13T17:08:05.000Z
sensor.plantesp_plants_1_moisture,49.97,2024-03-13T17:13:05.000Z
sensor.plantesp_plants_1_moisture,49.88,2024-03-13T17:18:05.000Z
sensor.plantesp_plants_1_moisture,49.84,2024-03-13T17:23:05.000Z
sensor.plantesp_plants_1_moisture,49.83,2024-03-13T17:28:05.000Z
sensor.plantesp_plants_1_moisture,49.8,2024-03-13T17:33:05.000Z
sensor.plantesp_plants_1_moisture,49.72,2024-03-13T17:38:05.000Z
sensor.plantesp_plants_1_moisture,49.68,2024-03-13T17:43:05.000Z
sensor.plantesp_plants_1_moisture,49.64,2024-03-13T17:48:05.000Z
sensor.plantesp_plants_1_moisture,49.58,2024-03-13T17:53:05.000Z
sensor.plantesp_plants_1_moisture,49.51,2024-03-13T17:58:05.000Z
sensor.plantesp_plants_1_moisture,49.48,2024-03-13T18:03:05.000Z
sensor.plantesp_plants_1_moisture,49.47,2024-03-13T18:08:05.000Z
sensor.plantesp_plants_1_moisture,49.43,2024-03-13T18:13:05.000Z
sensor.plantesp_plants_1_moisture,49.37,2024-03-13T18:18:05.000Z
sensor.plantesp_plants_1_moisture,49.31,2024-03-13T18:23:05.000Z
